PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-11-14,13:39:36,"Martino, Mason",1000454450,Left,NA,NA,StrikeCalled,0,0,Sweeper,Live,NA,77.72633,2.488478946,2.029914561,2531.729836,251.3509845,02:30:00,4.13816,-2.69308,4.77746,-43.55601,4.6532,13.83931,2.87003,0.38494,71.13378,-5.514006424,4.575730802,0.4997311291,-6.60766,1.716,2.47852,50,4.3499,-4.46365,-112.77829,3.4365,-8.50533,20.61876,-29.96522,dae2e7e9-79f1-4362-901f-4da1a1f29a9e,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,75.42544,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d1dcfd1-3a5b-477a-aaa5-c956188e110e,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
2,2025-11-14,13:39:59,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,0,1,Sinker,Live,NA,85.95793,1.340942918,5.998949813,2520.70534,107.2453413,09:30:00,3.87259,-2.77536,5.39942,-36.06299,2.23902,-7.4128,2.13087,2.24818,79.47801,-5.301588286,4.637154943,0.4454328106,5.34688,0.86156,2.24469,50,3.96736,-12.82492,-124.46154,1.69272,8.50526,21.68169,-30.80357,77e7aeac-efe7-4f25-aa49-1d977f66b123,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,84.61981,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785698a0-623a-4ae4-891f-f00495222dce,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
3,2025-11-14,13:40:19,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,1,1,Sweeper,Live,NA,78.96767,0.6135103461,3.262752986,2504.764151,255.3613978,02:30:00,3.92012,-2.81319,NA,-42.88079,4.70417,18.14782,0.93349,1.81788,72.46338,-7.173305661,6.569410473,0.4964851728,-8.34114,2.22927,2.44667,50,3.94472,-7.17825,-114.45921,-0.31584,-11.0224,21.8928,-29.22819,baf6e468-adbb-4ed1-903f-4822dac67a1a,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,NA,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4a9fb4ca-813a-404b-91d9-b004054364eb,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
4,2025-11-14,13:40:41,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,2,1,Cutter,Live,NA,81.64685,0.3494425682,5.023055003,2567.387926,156.5800912,11:15:00,3.95116,-2.74626,5.40047,-40.44042,2.44642,-1.07954,0.90979,1.88208,74.81792,-7.138108159,4.822954823,0.4713390456,1.9942,1.19795,2.2989,50,3.95443,-10.36347,-118.304,-0.5777,2.8219,22.89147,-30.47888,90a56b83-901e-4a95-9b59-51191bc713c3,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,79.96884,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41eaf5d3-e0f3-452b-aaac-107821f399e9,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
5,2025-11-14,13:41:06,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,3,1,Cutter,Live,NA,83.14474,0.9203236472,1.718317786,2460.340375,135.2637467,10:30:00,3.77125,-2.99522,5.31772,-37.74991,3.2486,-3.25531,1.48949,-1.65361,76.43492,-6.073541122,1.113474782,0.4608455874,2.17447,1.47025,2.84212,50,3.82754,-3.51818,-120.90978,0.67881,3.233,22.61235,-29.98808,30cd7c3f-0c07-4dca-9d81-762c4118ad93,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,81.78974,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9b8a520a-0cb6-4c30-8232-99a427e4ca0d,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
6,2025-11-14,13:41:38,"Martino, Mason",1000454450,Left,NA,NA,InPlay,0,0,Sinker,Live,NA,85.12156,1.695767852,3.375977648,2493.052999,121.5380004,10:00:00,3.77191,-2.86633,5.33449,-34.97231,4.2018,-6.92842,2.45154,-0.27312,78.08728,-4.786524997,2.091214909,0.4504752542,4.54374,1.77318,2.56662,50,3.90019,-7.05446,-123.60151,2.47025,7.06813,23.35558,-29.41573,d91341e1-2197-4eb5-a239-c8e5cae71529,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,83.67261,LiveBpPitching,23360159,-20.20226191,1000494406,"Whitehead, Mason",NA,FlyBall,74.64343,Right,37.09595533,NA,NA,NA,262.6817,26.08041,3.997332369,-16.84867178,1.29822,1.17551,0.65405,NA,NA,NA,NA,NA,9551a8eb-6541-4dd5-87da-3cd54ecf399f,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
7,2025-11-14,13:42:21,"Martino, Mason",1000454450,Left,NA,NA,StrikeCalled,0,0,Sinker,Live,NA,85.7946,1.443566279,4.763109372,2564.303776,66.52415661,08:15:00,3.73087,-2.86909,5.30445,-43.90461,-5.44274,-12.43712,1.4320600000000001,0.57545,79.42598,-6.640123911,2.47093508,0.446361404,7.69262,-3.21274,2.44528,50,3.83046,-9.9369,-124.44865,1.61968,12.22493,21.85513,-37.27966,ea651c8f-325a-4c35-8c61-f04454d86a60,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,84.44377,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49c267f6-ef89-4b35-9bbb-e5c1a285172a,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
8,2025-11-14,13:42:43,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,0,1,Sweeper,Live,NA,78.06025,0.2486271562,2.239986986,NA,NA,NA,4.01403,-2.82647,5.02645,-46.30935,0.7848,12.30494,0.38967,0.31333,72.20607,-8.237212681,4.508683893,0.493918048,-5.82891,0.34339,2.60273,50,4.00129,-4.84086,-113.43537,-1.02717,-7.6214,20.07306,-31.72505,e983d84a-5cd3-46a8-be2a-e2fa156ce770,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,76.31314,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98119d47-3790-4107-8cc7-aa966ff9e3c2,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
9,2025-11-14,13:43:08,"Martino, Mason",1000454450,Left,NA,NA,StrikeSwinging,1,1,Cutter,Live,NA,81.55142,1.365643063,2.45224104,2484.987456,234.6116681,01:45:00,3.96813,-2.76716,NA,-39.04327,5.31341,7.52595,2.00873,0.18283,73.39457,-5.878982979,3.851255857,0.4793480337,-3.11708,2.32156,2.51878,50,4.07101,-5.32229,-118.2114,1.47295,-4.33074,26.34382,-28.94857,1388048b-4714-489a-a1c3-0c0955ce586c,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,NA,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34ea0e05-f405-4327-9c46-8d56b15e1db2,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
10,2025-11-14,13:43:36,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,1,2,Sweeper,Live,NA,80.38834,0.07070682704,3.756091612,2492.937791,234.1550755,01:45:00,4.03122,-2.84337,5.07894,-37.96854,6.77375,9.44741,0.93396,1.48923,73.62085,-6.921624957,5.500837209,0.4814270718,-3.86568,3.53224,2.48029,50,4.00869,-7.96896,-116.59658,-1.11922,-5.30001,22.75083,-27.3312,9daf972f-976a-471e-bbee-d62ab85e52f8,0108279d-8ed4-4fa6-aeb6-6bfe95aa6288,78.29314,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6ba1bc14-e3bc-47fd-83e4-c2c2dc97bc34,c893fb6b-ec5e-4f07-9fc6-fb2d7b6343a6
