PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-12-19,14:17:23,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,0,0,Sinker,Live,NA,83.22027,0.7432508707,5.018313837,2539.883193,72.65638332,08:30:00,3.59921,-3.24213,5.36191,-43.32113,-2.63546,-8.33116,0.68871,0.78081,77.42832,-7.215204058,3.485848794,0.4590839927,5.55417,-1.56154,2.79699,50,3.63532,-10.32254,-120.73543,0.11984,8.33351,19.87532,-34.51699,501d8c0a-cb6f-4842-95db-a1ce18ab264e,879e69ed-233d-4145-8164-8ac4fd365f51,82.10358,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,023a9544-6f21-4cd1-b7dd-927c2073586b,d21c4c70-a27a-437e-8488-d9bd05eaefed
2,2025-12-19,14:17:45,"Martino, Mason",1000454450,Left,NA,NA,StrikeCalled,1,0,Cutter,Live,NA,80.25171,1.838928757,3.042645844,2637.569441,206.6717198,01:00:00,3.57625,-3.28056,5.39342,-36.55699,7.35923,3.7153,2.25602,-0.11718,73.82834,-4.933989059,3.731199245,0.4769621153,-1.17478,3.41467,3.0066,50,3.71491,-6.31531,-116.57728,2.57978,-1.62706,20.59783,-27.44476,f0cfbf04-6c3b-4f24-a0f2-a15aec813345,879e69ed-233d-4145-8164-8ac4fd365f51,79.02606,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b625d425-89f1-46cf-99c3-b30b460a8ea9,d21c4c70-a27a-437e-8488-d9bd05eaefed
3,2025-12-19,14:18:06,"Martino, Mason",1000454450,Left,NA,NA,StrikeSwinging,1,1,Cutter,Live,NA,81.15487,0.1962892142,4.191660701,NA,NA,NA,3.64032,-3.24827,5.37746,-37.75184,5.00073,2.10492,0.67882,0.8631,75.44118,-6.744101838,4.579338358,0.4706006333,-0.10858,2.5919,2.87146,50,3.63129,-8.70669,-117.86355,-0.82518,-0.15485,19.5014,-28.47767,6780c198-2b1b-41e2-b572-4ae2395d2ae5,879e69ed-233d-4145-8164-8ac4fd365f51,80.09432,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,091d79e2-8aa1-47d0-a231-f779615dc346,d21c4c70-a27a-437e-8488-d9bd05eaefed
4,2025-12-19,14:18:28,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,1,2,Sinker,Live,NA,84.04296,2.025334653,2.975260637,2600.336908,102.5176036,09:30:00,3.45656,-3.27515,5.44766,-38.13368,1.75062,-8.10779,2.17801,-1.16317,77.35329,-5.047663421,1.469890606,0.4545402673,5.04903,0.41342,3.01818,50,3.6093,-6.07705,-122.10896,3.05629,7.6891,22.1006,-31.54446,20f4e1e3-2001-4002-a214-e73ace296e90,879e69ed-233d-4145-8164-8ac4fd365f51,82.92431,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d632bdd1-e7dc-48ad-9f0a-729d9aa23447,d21c4c70-a27a-437e-8488-d9bd05eaefed
5,2025-12-19,14:18:49,"Martino, Mason",1000454450,Left,NA,NA,InPlay,2,2,Cutter,Live,NA,81.74081,0.9549390017,3.922854993,NA,NA,NA,3.60158,-3.18129,5.19895,-34.59391,8.14409,3.06775,1.61901,0.76933,75.18956,-5.424588502,4.488654317,0.4705204609,-0.58033,4.02805,2.81558,50,3.66434,-8.23767,-118.62979,0.82323,-0.83143,21.55397,-26.40312,34a9c018-fa6c-4c30-aa8b-82e440a5f5ca,879e69ed-233d-4145-8164-8ac4fd365f51,80.10797,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8c6126a3-ee2d-41f5-8b49-1aa59c46e31c,d21c4c70-a27a-437e-8488-d9bd05eaefed
6,2025-12-19,14:19:31,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,0,0,Sinker,Live,NA,84.13683,1.576093533,6.301616649,2560.883245,71.72025902,08:30:00,3.43212,-3.23605,5.73475,-42.46689,-3.13281,-9.35216,1.36999,1.87572,78.27849,-6.266062587,4.57820204,0.4513941185,6.40516,-2.0265,2.71578,50,3.53761,-13.15705,-121.84429,2.01902,9.8149,19.60644,-35.27934,078d5d63-6c79-45e0-8c89-1f6f0ca46022,879e69ed-233d-4145-8164-8ac4fd365f51,83.50228,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85a3f789-9fc5-4b4c-aaf9-249974cd1119,d21c4c70-a27a-437e-8488-d9bd05eaefed
7,2025-12-19,14:19:57,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,1,0,Sweeper,Live,NA,77.19417,1.164217207,1.191480567,2560.74727,264.3262271,02:45:00,3.76623,-3.15297,4.91715,-47.00377,1.95796,20.03349,0.95024,-0.35698,70.35911,-7.507855978,4.906204491,0.5036162793,-10.0973,0.66235,3.02071,50,3.84175,-2.9832,-112.06428,0.74704,-12.7005,22.31148,-31.34094,a0d2659d-7b94-4752-9ff4-8398b11c5399,879e69ed-233d-4145-8164-8ac4fd365f51,74.84357,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72ba81d0-1c8e-41bf-9f9a-d7c17c33bac5,d21c4c70-a27a-437e-8488-d9bd05eaefed
8,2025-12-19,14:20:18,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,2,0,Cutter,Live,NA,80.76951,0.3743952877,4.068293717,NA,NA,NA,3.56866,-3.19737,5.37652,-38.74959,4.32543,4.76775,0.69136,1.01973,75.27067,-6.73990719,4.945247824,0.4723720171,-1.56464,2.19382,2.82969,50,3.57483,-8.50054,-117.33792,-0.49037,-2.21584,18.91514,-29.06716,6b12d9e8-df3e-4beb-b9b6-240660f1984f,879e69ed-233d-4145-8164-8ac4fd365f51,79.79397,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84e98baa-11ab-4297-8860-234cc5d8643a,d21c4c70-a27a-437e-8488-d9bd05eaefed
9,2025-12-19,14:20:49,"Martino, Mason",1000454450,Left,NA,NA,BallCalled,3,0,Sweeper,Live,NA,75.35575,1.841723067,0.8829860362,2531.293156,282.8890139,03:30:00,3.92545,-3.1013,4.74724,-56.22397,-4.84624,21.02839,0.98748,-0.51152,69.3023,-8.453305664,4.757019641,0.5158920665,-10.64515,-3.04103,2.99464,50,4.06223,-2.37523,-109.41099,1.67647,-12.86204,19.88544,-35.84839,1a254d36-6220-4d00-b561-94b5694aad34,879e69ed-233d-4145-8164-8ac4fd365f51,73.06265,LiveBpPitching,23360159,NA,1000491356,"Mendoza, Evan",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765c0af3-f9e0-4dad-9980-11136332ab08,d21c4c70-a27a-437e-8488-d9bd05eaefed
10,2025-12-19,14:21:17,"Martino, Mason",1000454450,Left,NA,NA,StrikeCalled,0,0,Sweeper,Live,NA,76.81527,2.481108694,1.744026892,2509.083716,280.4856272,03:15:00,4.11357,-3.11625,4.95835,-52.36039,-3.38373,18.1828,2.09651,0.04696,70.646,-7.144253257,5.09738069,0.5036930839,-9.00136,-2.45582,2.93294,50,4.31167,-3.98621,-111.51246,3.13275,-11.33412,20.05493,-35.2663,0ef66611-5ce4-413b-8f3f-3c4fc53d27c5,879e69ed-233d-4145-8164-8ac4fd365f51,74.83216,LiveBpPitching,23360159,NA,1000486166,"Groat, Nick",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7be54204-fc8a-4001-9a5a-e8b48a050712,d21c4c70-a27a-437e-8488-d9bd05eaefed
