PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-08-15,10:32:53,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,86.08563,-0.6746509369,2.629441328,1998.646488,168.409344,11:30:00,6.1795,-1.29028,NA,-19.17658,22.50471,-4.6269,3.92494,0.88188,77.69436,-4.13533278,1.793667187,0.4646671439,3.08455,11.34665,0.96946,50,6.07186,-5.5191,-124.58887,-2.30832,4.80871,26.93943,-14.48496,2ccd2acf-f1d2-4b80-9e6b-b86b6ac6b5d7,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.09189149,1877.014614,0.9391428775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-15,10:33:18,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,85.69246,-1.888825271,2.882598631,1896.147221,155.254948,11:15:00,6.03147,-1.32986,NA,-22.88175,18.94327,-8.74669,2.28723,0.74323,77.93118,-5.999050262,1.305810014,0.4654676605,5.15337,9.91909,0.985,50,5.77004,-5.86374,-124.01802,-5.09173,8.00616,25.37542,-16.76398,68b61215-5927-4ae0-ac6d-c988a97d1efb,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8001290679,1895.962333,0.9999024926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-15,10:33:39,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,86.0512,-1.398632795,2.974758285,1942.704543,154.0954195,11:15:00,6.01509,-1.1463,NA,-18.35021,22.8786,-11.13305,3.13493,0.79749,77.41694,-4.740664745,0.9440833305,0.4621381798,6.53382,11.94981,0.81177,50,5.83157,-6.00772,-124.51777,-3.80737,10.13402,27.82664,-13.63978,dc0ad577-bc1a-482a-83cd-d614c182dd06,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.78582192,1777.690245,0.9150594988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-15,10:34:00,"Pringle, Noah",1000357818,Left,NA,NA,ChangeUp,Live,NA,81.133,-2.220120855,2.94204051,1344.895011,96.43306699,09:15:00,5.87414,-1.17883,4.67622,-43.51007,1.99273,-17.7076,0.13632,0.14164,73.00881,-10.23524352,-0.3606566969,0.485501364,10.25112,1.82306,0.89482,50,5.61071,-5.41565,-117.39024,-6.07411,13.93654,27.54989,-29.69558,95c96ccc-0bee-4c3d-bf73-9bbe5282dc43,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,77.63611,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.26590985,1195.463679,0.8888899651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-15,10:34:24,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,84.7325,-1.856652608,0.9827769393,1875.986643,157.5502118,11:15:00,5.9658,-1.0133,4.66049,-18.47522,22.23078,-9.19391,2.66181,-0.84589,77.26462,-5.247363458,-0.7114940239,0.4591986599,5.02548,12.00521,0.92126,50,5.76023,-1.76715,-123.02288,-4.67822,7.69099,24.72343,-13.80127,198163ab-4e6c-452c-a522-16201509044e,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,82.08308,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.71582814,1730.469073,0.9224314465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-15,10:34:45,"Pringle, Noah",1000357818,Left,NA,NA,Cutter,Live,NA,83.47515,-2.888898788,1.99175448,2114.870297,166.7819217,11:30:00,5.79201,-1.37317,5.15812,-31.80578,9.23508,-2.17484,0.4187,0.32089,77.0794,-8.718955535,1.588909467,0.4610835748,1.67173,5.61705,1.18909,50,5.49834,-4.14016,-121.20121,-7.21412,2.49694,22.77319,-23.78428,0896b854-0a39-42df-b94f-c3d3b386dd75,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,81.74752,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-15,10:35:04,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,84.82954,-1.258744219,0.5914578447,1902.058902,150.1987337,11:00:00,5.92616,-1.29409,4.84395,-20.69936,19.75595,-11.33064,3.00939,-1.67839,77.08867,-5.079267702,-1.507616707,0.4577824247,6.07042,10.65134,1.24511,50,5.78473,-0.86022,-123.20239,-3.45923,9.27733,25.77548,-15.89578,a18153cc-006a-4ccc-a26c-8108f66a95f3,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,82.33702,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.043350473,1901.743549,0.9998342043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-15,10:35:25,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,85.29248,-1.645034724,3.356663575,1987.509255,170.8977281,11:45:00,5.8904,-1.384,5.20236,-18.60413,21.24114,-3.412,2.79002,1.49181,77.00154,-5.109190039,2.720187335,0.4543178293,2.85346,11.72875,1.07586,50,5.72438,-7.13542,-123.65936,-4.19787,4.36489,27.44645,-14.23277,32c2577f-be83-463b-b3ac-940e5d701cee,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,82.96491,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.10008275,1918.885042,0.9654722546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-15,10:35:47,"Pringle, Noah",1000357818,Left,NA,NA,Cutter,Live,NA,82.62789,-1.756323384,2.422499688,2099.119991,191.5744987,12:30:00,5.8449,-1.50025,4.94725,-35.38474,7.15991,1.47468,1.23474,0.91285,75.59822,-8.258438928,2.695632232,0.4694548592,-0.05968,4.25443,1.26421,50,5.64611,-5.12392,-119.90151,-4.91305,-0.08643,24.31792,-26.01309,60f09d26-5352-4b50-8da4-fcdc9ea77b34,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,80.2898,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.0519564,-60.07559301,1047.160654,0.4988569773,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-15,10:36:13,"Pringle, Noah",1000357818,Left,NA,NA,ChangeUp,Live,NA,82.05798,-1.061896816,2.061975294,1228.5282,114.6929944,09:45:00,5.70727,-1.28703,4.90486,-34.46244,8.48365,-18.51058,1.83053,-0.879,75.28876,-7.392703365,-1.360175343,0.471664537,10.21029,4.71202,1.10077,50,5.57533,-3.64316,-119.18519,-3.41697,14.69037,22.851680000000002,-25.39448,68fc29b9-ff7f-4138-8611-fef9c01d78ea,cb4c1990-9d99-4b8a-b3aa-38d5680bb7ba,79.91366,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.44400853,1178.277498,0.9590968269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
