PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-11-07,14:15:05,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,0,0,Fastball,Live,NA,84.73754,-0.2477628856,0.8849404536,2407.601725,165.4767103,11:30:00,6.32782,-1.67875,4.99709,-24.04934,16.38937,-4.25482,4.0898,-1.1979,76.67364,-4.714250944,0.09291498619,0.4576885758,2.49927,8.65961,1.59712,50,6.2851,-1.75055,-123.08058,-1.38349,3.79669,26.6374,-19.01905,a30a19b8-9ebd-435d-b844-18e374b88062,78f41a61-7996-48e5-a7a1-813e5ee6f047,82.3539,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74109d42-ceaf-454b-b766-75e1224ba5ea,875518e4-ffcc-4ef6-b101-62b2eea58f7c
2,2025-11-07,14:15:25,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,1,0,Sweeper,Live,NA,70.33846,1.471123641,3.796376007,2473.83932,282.1232221,03:30:00,5.67191,-3.0004,4.8119,-63.00957,-3.67714,17.05491,1.81792,2.02201,64.78384,-10.03220252,6.930816417,0.5543926755,-7.72098,-2.35919,2.60878,50,5.76559,-7.27523,-101.89859,0.72516,-8.04865,18.07919,-34.63336,fce79772-5ad6-462d-9ed1-e7b1cffba78d,78f41a61-7996-48e5-a7a1-813e5ee6f047,67.9887,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f9e89442-2dd6-4e6c-9ad0-cd24c0b331a9,875518e4-ffcc-4ef6-b101-62b2eea58f7c
3,2025-11-07,14:15:36,"McGinnis, Ayden",1000405067,Left,NA,NA,StrikeSwinging,2,0,Fastball,Live,NA,84.67257,-0.106495084,3.133643736,2096.225046,147.7480618,11:00:00,6.02382,-2.22005,NA,-25.30672,16.44321,-10.41253,3.81262,-0.07895,76.88434,-4.719887248,1.233596295,0.4650496116,6.18291,8.36986,1.88175,50,5.9859,-6.30308,-122.70616,-1.23633,9.39519,25.04087,-19.45568,992db742-b335-4734-ae5f-2d33baa2d2d6,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5c456da4-3faf-4200-a685-e72183586e42,875518e4-ffcc-4ef6-b101-62b2eea58f7c
4,2025-11-07,14:15:58,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,2,1,Fastball,Live,NA,84.25595,-1.631341676,1.421159875,2263.16491,152.8436095,11:00:00,6.40789,-1.71301,5.1201,-22.55526,18.23356,-9.36638,2.99098,-1.1548,76.28164,-5.822041407,-0.32679429,0.4596655505,5.36668,10.09707,1.58665,50,6.23762,-2.71149,-122.32693,-4.26352,8.04589,26.5116,-17.03621,52f13dc1-0555-4100-84db-e75203cdf0f7,78f41a61-7996-48e5-a7a1-813e5ee6f047,81.9997,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34ba8540-d280-4a68-8ef4-d355de986ca6,875518e4-ffcc-4ef6-b101-62b2eea58f7c
5,2025-11-07,14:16:12,"McGinnis, Ayden",1000405067,Left,NA,NA,InPlay,3,1,Sweeper,Live,NA,71.635,1.942377646,1.991600165,2548.718371,284.0757054,03:30:00,5.55558,-2.79909,NA,-64.66908,-4.82719,19.14388,2.05047,0.72682,65.64743,-9.657397834,5.450824943,0.556767754,-8.93305,-2.99533,2.5352,50,5.71408,-4.29004,-103.69278,1.20738,-9.63995,18.77198,-35.4064,4d5efa5d-c997-4bb8-b031-a5a5a2fa3519,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22c24320-aff7-40b1-85cc-58f6597c9ad4,875518e4-ffcc-4ef6-b101-62b2eea58f7c
6,2025-11-07,14:16:41,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,0,0,Sweeper,Live,NA,73.80695,-1.045091438,3.891787296,2519.728077,288.4155171,03:30:00,5.35266,-2.66045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.42879,-2.56764,2.19397,50,5.1656,-7.87495,-106.8958,-4.12933,-8.63044,17.72811,-35.15702,f1a1b4b4-a604-4153-8c90-2a25960f546e,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4f7bd199-3c0e-40a6-a346-d8346b6c6e8a,875518e4-ffcc-4ef6-b101-62b2eea58f7c
7,2025-11-07,14:16:56,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,1,0,Fastball,Live,NA,84.97091,-0.6600310632,4.227785803,2232.938667,167.7983777,11:30:00,6.11491,-2.39474,NA,-23.04362,18.58732,-4.03676,3.55971,1.33181,77.07688,-4.855745794,3.492833307,0.4643864019,3.28566,9.62299,1.92737,50,6.01752,-8.92862,-122.96027,-2.33931,5.00538,25.50785,-17.51437,ffc06747-d11c-4448-9ea6-390897df0526,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0772bede-0613-4d19-8860-dd127eb408a8,875518e4-ffcc-4ef6-b101-62b2eea58f7c
8,2025-11-07,14:17:13,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,2,0,ChangeUp,Live,NA,76.33043,-0.6399976768,4.623795658,2012.608102,107.0946395,09:30:00,5.37869,-2.75404,NA,-46.04898,5.50076,-18.031,0.92827,0.16713,69.14337,-9.062903115,1.305554124,0.5167549377,10.72879,3.02746,2.2766,50,5.26653,-8.30518,-110.35763,-2.82047,13.04764,22.18015,-28.49226,88e70e72-3d43-4690-a6ac-33cc7f56309f,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717355b1-7222-468c-82a8-e61baec9de66,875518e4-ffcc-4ef6-b101-62b2eea58f7c
9,2025-11-07,14:17:30,"McGinnis, Ayden",1000405067,Left,NA,NA,BallCalled,3,0,Fastball,Live,NA,84.22386,0.01771429698,2.211469949,1976.167508,143.8757093,10:45:00,6.18644,-2.18377,5.30357,-24.12936,16.48328,-12.06433,4.1923,-1.11239,75.95686,-4.496325388,-0.04901915261,0.4586717861,7.08905,8.72795,1.9917,50,6.17096,-4.31851,-122.29525,-0.77043,10.59952,26.98183,-19.12405,cc8ec2cd-b147-4de6-a336-380066a6d2fb,78f41a61-7996-48e5-a7a1-813e5ee6f047,82.17737,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736d4fea-bd65-418d-aa41-8810d406b83c,875518e4-ffcc-4ef6-b101-62b2eea58f7c
10,2025-11-07,14:17:53,"McGinnis, Ayden",1000405067,Left,NA,NA,StrikeCalled,0,0,Sweeper,Live,NA,72.62704,3.116911703,1.646056819,2511.344134,277.2818121,03:15:00,5.53886,-2.80428,NA,-59.97288,-2.06286,15.94394,3.56234,0.11811,66.38839,-7.678095183,4.526841099,0.5477069799,-7.4723,-1.9319,2.58795,50,5.84295,-3.59685,-105.116,3.55926,-8.32714,18.48167,-34.32696,32b0b449-50db-4a32-8e22-0ea1b476dcb6,78f41a61-7996-48e5-a7a1-813e5ee6f047,NA,LiveBpPitching,23360159,NA,1000283624,"Gaynor, Jared",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e77e81c-7476-482d-8ccf-94c207dab6dd,875518e4-ffcc-4ef6-b101-62b2eea58f7c
