PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-10-29,10:28:10,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,81.3635,-1.901993761,1.265117286,2041.532189,156.3915746,11:15:00,5.9346,-1.48033,NA,-25.46485,18.94432,-8.29087,2.00112,-0.96691,74.23305,-6.56168578,-0.2608148794,0.4796315302,4.62918,10.29458,1.35647,50,5.71375,-2.30646,-118.07991,-4.84736,6.51671,23.09579,-17.6819,772fc70f-904c-419b-baac-1d66e4958a98,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221af22f-7287-4ac6-b887-de58be8993ff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
2,2025-10-29,10:28:42,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,81.08084,-1.959275331,1.510115874,2025.311372,151.3334343,11:00:00,5.9316700000000004,-1.4473800000000001,NA,-26.39817,17.71323,-9.69731,1.88369,-0.83176,73.58222,-6.849465281,-0.2974911681,0.4780208356,5.55624,9.90439,1.31187,50,5.72586,-2.77824,-117.68911,-4.9104,7.71602,24.38981,-18.4197,10beace2-ea29-44e6-8d6f-c1d32b37b0b3,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf1032a6-449a-48b3-868d-fdc084b8a2a8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
3,2025-10-29,10:29:14,"Gaynor, Jared",1000283624,Left,NA,NA,ChangeUp,Live,NA,73.99467,0.873475146,3.43412798,1024.309442,105.3802924,09:30:00,5.64049,-1.63599,5.74364,-49.07347,2.21589,-8.25234,2.3657,0.87709,68.00075,-8.278921568,1.887661814,0.5154482551,5.39186,0.94378,1.35567,50,5.68322,-6.22225,-107.4906,0.2852,6.30327,18.77301,-31.07074,b4f49166-5314-4462-8f23-edff5d4c2219,2622eebe-3d36-4cec-a79b-33f8b0dd305b,73.12555,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2edc0644-c1d5-4796-a582-0297345da1fc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
4,2025-10-29,10:29:56,"Gaynor, Jared",1000283624,Left,NA,NA,Cutter,Live,NA,76.57878,0.1926675176,0.8066083972,NA,NA,NA,5.72213,-1.68584,NA,-52.57039,-1.13967,0.52766,1.52692,-0.86464,70.20714,-9.295936902,0.9026645758,0.5161580445,-0.03078,-0.62929,1.59203,50,5.6866,-1.58338,-111.07471,-1.57634,-0.03828,20.72657,-32.95671,fdc26a65-526c-46c4-a9d4-273c641e4727,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e88c413-70ff-4d14-9097-d4e12a3e3891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
5,2025-10-29,10:31:18,"Gaynor, Jared",1000283624,Left,NA,NA,Cutter,Live,NA,75.14352,0.5932622336,0.8219404725,NA,NA,NA,5.74533,-1.73221,NA,-52.52883,0.17077,3.83297,1.93604,-0.62575,68.90917,-8.949613978,1.523572716,0.5224865057,-1.71302,-0.0848,1.63833,50,5.75777,-1.69853,-109.05434,-0.70671,-2.05474,19.88985,-32.27576,8a9b322c-c489-4488-a02a-dee328e142d9,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,FoulBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f6db1e60-2ddc-4e95-a2a4-fd07c5171bee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
6,2025-10-29,10:31:43,"Gaynor, Jared",1000283624,Left,NA,NA,ChangeUp,Live,NA,74.33688,0.5408469708,0.7899885226,1217.417916,89.77866176,09:00:00,5.66701,-1.70659,6.2812,-50.02281,-0.08182,-10.06096,1.99693,-1.81695,68.06748,-8.908955127,-1.125375584,0.5086276598,5.75479,-0.20915,1.65332,50,5.68253,-1.24051,-108.21782,-0.2297,6.76372,20.45371,-32.41986,8d999f8a-f86b-49f3-be10-763d77da86c7,2622eebe-3d36-4cec-a79b-33f8b0dd305b,74.10615,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04401fa1-d267-45d3-b4dc-bf2cbeda0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
7,2025-10-29,10:32:06,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,81.02775,-1.102234063,2.539694145,2012.272965,161.3902166,11:30:00,5.88931,-1.36627,6.20454,-23.33751,19.1781,-6.47303,2.92615,0.43969,73.07385,-5.53748948,1.306081423,0.4692946634,4.3687,10.85895,1.17904,50,5.79496,-5.04574,-117.76889,-2.90952,6.03788,25.68724,-17.16615,b0daa7d4-692a-4f8b-b348-6f61161c1729,2622eebe-3d36-4cec-a79b-33f8b0dd305b,80.31721,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95aac35e-1336-4dfe-b1bf-dfb93311403c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
8,2025-10-29,10:32:35,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,82.85421,-2.591754664,1.814514085,2202.140333,155.9156254,11:15:00,5.93988,-1.53479,NA,-24.69644,18.49558,-8.2739,1.40897,-0.49446,75.26527,-7.109623191,0.2902206429,0.4730130989,4.79851,10.28731,1.35175,50,5.64439,-3.4971,-120.0906,-6.35608,6.95328,24.93675,-17.26721,bd3789d7-17e5-4b06-9835-92cb5da2fe32,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bada3855-ddbe-4d8b-a909-c543af64d93a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
9,2025-10-29,10:33:17,"Gaynor, Jared",1000283624,Left,NA,NA,Cutter,Live,NA,76.60158,0.5652791714,2.140358347,NA,NA,NA,5.7159,-1.56904,5.19732,-50.34556,-1.6492,3.59139,2.05246,0.74411,70.65488,-8.712228699,2.80653216,0.5022496647,-1.29931,-1.02336,1.36824,50,5.73084,-4.27314,-111.3249,-0.47825,-1.63196,19.82385,-33.45941,733114cc-a0d0-432e-aeed-b9fda3ffa49d,2622eebe-3d36-4cec-a79b-33f8b0dd305b,75.04722,LiveBpPitching,23360159,56.37655699,1000444244,"Chipman, Jay",NA,LineDrive,75.39475,Right,12.67938612,NA,NA,NA,NA,10.21708,NA,NA,1.21469,2.42729,-0.86321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,FoulBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d418ff0c-9929-469b-9da6-f1c84a03e027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
10,2025-10-29,10:34:01,"Gaynor, Jared",1000283624,Left,NA,NA,Sinker,Live,NA,82.36518,-1.152074669,3.251489742,1985.471126,124.0770819,10:15:00,5.71457,-1.56724,NA,-33.71142,10.44367,-15.48866,1.79819,0.26448,75.10404,-7.275017808,0.4245524619,0.4782574888,8.78962,5.62746,1.22079,50,5.55133,-6.17863,-119.32437,-3.70989,12.63069,23.67043,-24.08738,eedde33a-6df5-4c57-8ae6-2139ec95b468,2622eebe-3d36-4cec-a79b-33f8b0dd305b,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,StrikeSwinging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e81d698-7670-446c-b44a-f4831812d525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07abfcee-3905-4d4d-a64d-564ca60e5148
