PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-10-24,17:28:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147eabdc-bd26-4a32-8470-a7d26dd0b625,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,-4.674380825,1000283624,"Gaynor, Jared",1416.035266,LineDrive,74.06442,Left,16.53184133,NA,NA,NA,171.19682,35.375,1.888717283,-5.206845029,1.81881,2.96885,-0.76815,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
2,2025-10-24,17:28:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a4fd8f13-d2b0-43b1-bdd1-6883c1a90143,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,1.236406226,1000283624,"Gaynor, Jared",1246.831636,LineDrive,78.8069,Left,12.05570215,NA,NA,NA,181.44672,49.55683,1.880702634,-1.7558654,2.679,2.89467,-0.73782,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
3,2025-10-24,17:29:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dbd40fe3-c0d7-4924-b77c-671e49cbe4d4,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,-0.1628728525,1000283624,"Gaynor, Jared",2113.559174,FlyBall,74.38511,Left,25.7752297,NA,NA,NA,234.95995,18.67725,3.18550854,-9.150127476,1.99884,3.04273,-0.72966,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
4,2025-10-24,17:29:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f942e5b8-e9b8-4a02-bdc9-30c888eaa1a6,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,-6.602193538,1000283624,"Gaynor, Jared",2902.915231,FlyBall,63.51862,Left,33.37613818,NA,NA,NA,205.71062,15.1986,3.616736815,-11.91996003,1.77408,3.00841,-0.64645,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
5,2025-10-24,17:29:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f2d7fb50-3155-400c-a472-2cc1c1caa16c,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,-1.311064832,1000283624,"Gaynor, Jared",2373.29552,LineDrive,71.00081,Left,24.95352859,NA,NA,NA,223.03131,18.67957,3.363880816,-8.981756918,2.11295,3.07232,-0.64128,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
6,2025-10-24,17:30:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19e5fff2-0c4b-4899-85e2-dd8431d59283,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,-2.468304904,1000283624,"Gaynor, Jared",2253.1041,LineDrive,75.48883,Left,23.23448978,NA,NA,NA,253.40777,20.11117,3.345863539,-6.653211805,2.20235,3.02895,-0.64931,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
7,2025-10-24,17:30:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8c8b7a6b-da9d-4d6d-b197-edaca6f9543b,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,6.923494738,1000283624,"Gaynor, Jared",3505.318828,FlyBall,56.19275,Left,43.9452522,NA,NA,NA,164.17637,9.17176,3.616598068,-0.4682502029,1.91687,3.06314,0.12644,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
8,2025-10-24,17:30:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32579c51-1a6a-4542-9365-e7f46c14306d,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,17.08081118,1000283624,"Gaynor, Jared",3084.352535,FlyBall,69.36658,Left,34.15581565,NA,NA,NA,231.88517,16.04701,4.070955172,22.41527134,2.83867,3.12076,0.40846,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
9,2025-10-24,17:31:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e8c4db52-3843-4af2-bba4-1995995ece43,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,24.59990171,1000283624,"Gaynor, Jared",1556.541708,FlyBall,77.62702,Left,26.51094128,NA,NA,NA,268.90135,17.02338,4.072751167,28.92695968,3.21022,3.47747,0.73966,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
10,2025-10-24,17:31:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,be0cfcec-34e8-4d00-87fe-8017462a9c13,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,20.92843007,1000283624,"Gaynor, Jared",3392.518047,FlyBall,67.093,Left,36.34654116,NA,NA,NA,217.70592,11.11612,4.112409669,16.21286291,1.87621,3.38752,-0.32512,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
11,2025-10-24,17:32:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0f61a51-eab8-4743-8818-451529244c4f,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,18.20705078,1000283624,"Gaynor, Jared",2750.206596,FlyBall,73.72149,Left,31.35161891,NA,NA,NA,253.22756,15.83898,4.169372761,12.92511113,2.233,3.25987,-0.20295,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
12,2025-10-24,17:32:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8b7daaff-92f4-434c-8c17-f6d3c1b24c0d,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,20.56912373,1000283624,"Gaynor, Jared",2840.937881,FlyBall,81.10258,Left,27.3432926,NA,NA,NA,255.16714,17.85825,3.385003326,32.43976496,2.67921,3.3456,0.0056,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
13,2025-10-24,17:32:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b7a42a69-76f9-4f70-ad12-7ea952d68549,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,16.04240489,1000283624,"Gaynor, Jared",8139.897462,FlyBall,69.99694,Left,37.39188973,NA,NA,NA,189.0549,13.54062,2.796245819,12.54150545,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
14,2025-10-24,17:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5d0dd3ce-2ff5-4b91-9b24-d47fab829b13,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,14.01940357,1000283624,"Gaynor, Jared",786.9312576,LineDrive,84.66643,Left,10.13401271,NA,NA,NA,185.1374,33.89489,1.788426631,9.757253567,2.9879,2.97705,-0.07324,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
15,2025-10-24,17:33:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358ff442-973a-447b-8a98-8e9ac47fc41b,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,13.74217598,1000283624,"Gaynor, Jared",3049.00427,FlyBall,70.56642,Left,32.07839362,NA,NA,NA,233.66026,15.86765,4.035423906,8.337887998,2.72376,3.18573,-0.04463,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
16,2025-10-24,17:33:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284c489b-b72e-4158-bb36-9763d8919c28,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,17.66610643,1000283624,"Gaynor, Jared",396.5997314,GroundBall,83.11881,Left,7.948212763,NA,NA,NA,138.90258,24.73267,1.271969366,18.45318069,3.08185,3.21068,0.16672,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
17,2025-10-24,17:33:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,009c9065-a1b2-40eb-8974-dba810b215d5,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,9.620928856,1000283624,"Gaynor, Jared",1565.193037,LineDrive,81.48869,Left,15.63725629,NA,NA,NA,227.24946,35.87153,2.485171133,4.268875283,2.23769,3.17514,0.34885,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
18,2025-10-24,17:34:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,020cb507-21b8-45f1-be15-b26466bfd932,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,9.395219401,1000283624,"Gaynor, Jared",2914.485212,FlyBall,69.6695,Left,31.31965855,NA,NA,NA,223.2574,16.62917,3.596116078,0.03202548541,2.21616,3.03133,0.35131,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
19,2025-10-24,17:34:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e3ed3b3d-2cd8-4c29-8626-840030a545cf,6d235a1c-f529-4897-a400-0dfb599f86c1,NA,Hitting,23360159,18.46706727,1000283624,"Gaynor, Jared",1105.600702,FlyBall,80.20627,Left,26.61721144,NA,NA,NA,290.71042,17.86739,4.254728141,18.22353284,2.30408,3.16712,0.40373,NA,NA,NA,NA,NA,NA,2e5d4c82-3238-4b8d-8d40-1ab49e53e2a8
