PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-08-29,12:28:54,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,81.43836,-1.168014262,4.380443342,2118.5265,139.5594363,10:45:00,5.82293,-1.53825,5.45107,-24.51404,18.60076,-15.90591,2.68343,1.24452,73.95951,-5.741400839,1.409949999,0.4725900875,9.74656,10.23352,1.16235,50,5.70314,-8.53857,-118.06267,-3.19297,13.68055,23.64024,-17.80999,b695f4d8-4a0b-4dd9-a2c3-3d3904c94975,56e52f99-0a46-4dcd-9a3a-601c689641d9,79.75715,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.0428408,-18.47898016,2009.295273,0.9484399995,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-29,12:29:10,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,84.04963,-1.617288696,2.543543323,2130.31801,128.6844897,10:15:00,5.73215,-1.59764,NA,-26.24047,15.25114,-19.07167,2.01095,-0.77504,76.26149,-6.454768893,-0.9897633872,0.4636086953,10.68115,8.41572,1.36,50,5.54862,-4.72547,-121.89752,-4.3938,15.93653,25.83577,-19.6176,20d7cc74-4f7c-4f24-9bc4-36ca8ac42773,56e52f99-0a46-4dcd-9a3a-601c689641d9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.224586,2089.568686,0.9808717178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-29,12:29:29,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,83.8904,-0.7014940373,3.425134355,2082.353798,140.495745,10:45:00,5.79841,-1.47835,5.68809,-21.83553,18.56712,-15.35267,3.32385,0.43795,75.68875,-4.81171854,0.5320708255,0.4574844252,9.32143,10.19225,1.19989,50,5.72594,-6.80661,-121.76133,-2.17756,13.82144,26.659,-17.0614,ce8de559-837c-44e1-b4ab-350469cedb29,56e52f99-0a46-4dcd-9a3a-601c689641d9,82.39065,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.54032863,1949.969108,0.9364254577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-29,12:29:48,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,84.02262,-1.858333312,2.933098464,2097.786385,134.7922478,10:30:00,5.79561,-1.50998,5.74033,-22.26419,17.47535,-17.62028,2.2073,-0.24527,76.87523,-6.018209941,-0.3717826524,0.453714665,10.26558,9.88995,1.27693,50,5.62744,-5.70084,-122.07562,-4.66594,15.49449,23.98077,-17.24651,6da8a5e7-d92a-4ff3-814e-5169e4e1c646,56e52f99-0a46-4dcd-9a3a-601c689641d9,83.07521,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.82526021,1997.081158,0.9519945272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-29,12:30:16,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,84.33502,-1.23110932,4.214123767,2068.979173,140.0390634,10:45:00,5.89917,-1.45956,NA,-23.04458,18.4693,-15.523,2.80018,1.27702,77.11744,-5.43241737,1.381743538,0.4637330784,9.05683,9.76429,1.02409,50,5.74532,-8.403,-122.17249,-3.52197,13.74087,23.21081,-17.35983,7288bd27-7f42-406a-8b6a-4f9869a49145,56e52f99-0a46-4dcd-9a3a-601c689641d9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.04341249,1978.11572,0.9560829541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-29,12:30:32,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,86.19937,-2.154263214,2.732655363,2166.750188,132.4386054,10:30:00,5.75608,-1.67636,5.22229,-23.48505,15.35527,-16.80313,1.77066,-0.5059,78.2052,-6.516744911,-0.4043864525,0.4485519506,9.69806,8.75887,1.4368,50,5.54021,-5.38384,-125.04676,-5.52634,15.22116,27.27823,-18.42696,2bb58f34-57de-4f66-a220-499d99573a84,56e52f99-0a46-4dcd-9a3a-601c689641d9,84.03138,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.25752122,1990.678733,0.9187393842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-29,12:30:49,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,85.1389,-2.853388447,3.680270444,2179.554053,141.1215372,10:45:00,5.81556,-1.38911,5.47423,-19.51079,20.20402,-16.28815,1.51221,0.70167,76.80905,-6.503348576,0.6213674311,0.4535734313,9.85432,11.68063,1.07678,50,5.55162,-7.3981,-123.33731,-6.80111,14.97329,27.63957,-14.42576,2c5f6a97-333f-4396-be3f-aac4f3099908,56e52f99-0a46-4dcd-9a3a-601c689641d9,83.101070000000007,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.629471073,2148.844412,0.9859101263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-29,12:31:16,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,84.64233,0.06581039344,3.169132654,2112.150116,142.5436327,10:45:00,5.78056,-1.37492,5.81609,-21.7988,17.81876,-13.69819,4.02527,0.43281,76.01861,-4.058986742,0.5758928872,0.4530178176,8.43411,9.60226,1.12366,50,5.7732,-6.38184,-122.88467,-0.53031,12.68203,28.13013,-17.73551,c646c154-a4ee-4fac-94ed-6b3ee03e52d0,56e52f99-0a46-4dcd-9a3a-601c689641d9,83.20299,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.849794279,2111.049442,0.9994788846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-29,12:31:59,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,83.10329,-0.849228308,2.167802253,2018.101804,135.5803722,10:30:00,5.74794,-1.44912,NA,-22.29784,19.08576,-18.73784,3.09083,-0.97177,75.90528,-4.98365416,-1.316407727,0.4630048196,10.47134,10.28726,1.26312,50,5.65322,-3.93705,-120.75874,-2.54581,15.45958,23.55613,-16.98624,dd98c58d-9ff5-4d93-a16a-905177275c23,56e52f99-0a46-4dcd-9a3a-601c689641d9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.62009689,1933.790169,0.9582223084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-29,12:32:24,"Wright, Talan",1000454653,Left,NA,NA,Fastball,Live,NA,86.45753,-0.3822759489,2.29031157,2170.881826,131.6890676,10:30:00,5.85351,-1.48468,5.3861,-23.50381,15.31002,-17.23477,3.53631,-0.77335,77.19207,-4.808040724,-0.9622510757,0.4483990628,9.98118,8.29158,1.29195,50,5.80335,-4.43771,-125.44298,-1.62773,15.52622,30.99806,-19.27609,4a6ecb66-817e-4cb2-8b26-ed2110cfb8c3,56e52f99-0a46-4dcd-9a3a-601c689641d9,84.06003,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.42133512,2020.917055,0.9309198828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
