PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-12-30,16:54:24,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,66.79893,0.5744882809,2.680619127,1678.649362,155.0592432,11:15:00,5.23627,-2.00224,5.34949,-27.033080000000002,13.9599,-6.51617,3.41749,-0.52105,61.52606,-5.644886906,1.178401808,0.4608144926,6.07663,11.03784,2.26027,50,5.15117,-4.90463,-98.8131,2.14612,5.93507,17.52982,-21.39335,13439da0-6cec-40f0-85b9-bbee9288800b,33df67a5-78de-4dc2-ac51-b46fe55f9489,81.79526,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38ef6742-d49d-4b76-b4a9-aadf5e7d5c31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
2,2025-12-30,16:54:38,"Game, Gaynor",1000495029,Left,NA,NA,Sinker,Live,NA,63.12366,0.3504275613,3.94670918,1488.229884,134.8538169,10:30:00,5.12903,-2.07534,5.34216,-36.59622,9.43697,-9.55034,2.34445,0.1121,58.37826,-8.0369896,1.748527554,0.4883226926,8.90922,7.47097,2.45497,50,5.0539,-6.8183,-93.25803,2.04405,7.75149,15.60253,-25.67391,9de990f8-470e-4bd6-a276-2c530471435b,33df67a5-78de-4dc2-ac51-b46fe55f9489,77.18756,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cce7cb5b-c3c6-4c84-8224-bf36844283fd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
3,2025-12-30,16:54:51,"Game, Gaynor",1000495029,Left,NA,NA,Sweeper,Live,NA,60.82005,1.092426017,3.68194606,1907.262701,317.5795114,04:30:00,4.89949,-2.2432,5.05388,-57.52671,-7.39644,6.74076,0.93737,1.11968,57.25237,-11.85531863,5.216042569,0.5095906455,-4.22728,-6.19668,2.5615,50,4.74392,-5.53393,-89.797,3.80306,-3.42165,14.0578,-37.18977,7972f8fd-0a23-4de4-af4a-9c8c5466e0b7,33df67a5-78de-4dc2-ac51-b46fe55f9489,73.96611,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,StrikeSwinging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6d900703-8c9a-4196-93ba-5ba988b01399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
4,2025-12-30,16:55:06,"Game, Gaynor",1000495029,Left,NA,NA,Sweeper,Live,NA,60.56943,2.739184767,1.034798861,1871.374939,303.2104287,04:00:00,4.90553,-2.28928,4.87743,-57.34772,-6.25018,9.48561,2.21797,-0.70937,56.33649,-10.24301781,3.200279653,0.5144834233,-7.13613,-5.7963,2.36844,50,4.61805,-1.2901,-89.5207,6.25998,-5.70813,14.64772,-36.81046,e8833c42-4bcd-45ff-a693-15bcb62bf6f5,33df67a5-78de-4dc2-ac51-b46fe55f9489,73.26269,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,StrikeCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80a61978-abe7-420b-b7d8-518112b528a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
5,2025-12-30,16:55:32,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,60.03712,2.103732789,2.216440163,1965.500583,302.3231305,04:00:00,4.9292,-2.24685,4.97384,-58.49616,-6.52224,10.26324,1.65765,0.29626,55.88428,-11.14467531,4.564102461,0.5188767072,-7.37657,-5.86101,2.42929,50,4.68897,-3.0781,-88.77174,5.30194,-5.77408,14.96753,-36.76181,16993647-0204-4d70-aed0-eb37a3b98071,33df67a5-78de-4dc2-ac51-b46fe55f9489,72.64238,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4dcd1e37-4755-4d24-a5dd-4eb18769fb37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
6,2025-12-30,16:55:44,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,60.25137,3.190719342,1.684490585,1972.019392,297.6141323,04:00:00,4.93651,-2.19781,4.22457,-59.66817,-5.44277,10.33916,2.43806,-0.0317,55.01019,-10.24276841,4.030448694,0.5299962441,-7.28279,-5.39639,2.31508,50,4.66065,-2.32491,-89.00259,6.65183,-5.63556,16.97011,-36.34988,c2ce80e7-7a16-4274-ace7-c389264b79fb,33df67a5-78de-4dc2-ac51-b46fe55f9489,71.11831,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2dd0c6e5-7afd-4709-bd20-fe6fc4944858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
7,2025-12-30,16:56:03,"Game, Gaynor",1000495029,Left,NA,NA,Sweeper,Live,NA,60.93801,1.321835469,3.734230957,2110.339727,282.8322943,03:30:00,4.90452,-2.1612,5.07869,-53.45811,-2.8847,12.58524,1.45566,1.72699,56.48435,-10.81040066,6.614795768,0.5118380308,-8.67757,-2.76355,2.47982,50,4.73247,-5.42584,-90.08441,4.01028,-6.94428,16.27555,-34.3856,5ecde888-bb4a-48b2-ac2b-411e603217e5,33df67a5-78de-4dc2-ac51-b46fe55f9489,73.64134,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91807a4f-4b7e-4bb4-adf6-c47f8bfd2636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
8,2025-12-30,16:56:14,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,66.28021,1.564596179,3.019358082,1610.253677,130.273907,10:15:00,5.04642,-2.02279,5.38253,-33.24045,8.33967,-9.91071,3.45801,-0.56999,61.11925,-6.083047205,0.734195427,0.4641029275,8.9099,6.22597,2.31839,50,4.86001,-5.59145,-97.98052,4.09977,8.56778,17.04433,-26.18714,ca51baa8-29aa-42a6-8f57-02c02bf735f7,33df67a5-78de-4dc2-ac51-b46fe55f9489,81.21569,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8f076af1-fc40-4871-b73e-3dfc5d0cecf0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
9,2025-12-30,16:56:33,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,62.90432,1.891984318,3.039759549,1539.155342,114.6294461,09:45:00,4.90396,-2.19054,5.10776,-41.53519,5.71907,-12.61966,2.88087,-0.93347,57.55607,-7.640841914,0.1313636774,0.494756935,11.09835,3.89377,2.47487,50,4.69193,-5.41381,-93.01805,4.63781,9.49544,17.00594,-28.84265,4b4cc336-2752-4f87-a5a6-c8da54a3dd68,33df67a5-78de-4dc2-ac51-b46fe55f9489,76.18375,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e514ec5-7ede-4793-bdad-4880974747a7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
10,2025-12-30,16:56:44,"Game, Gaynor",1000495029,Left,NA,NA,Fastball,Live,NA,60.02122,3.2990755,0.6890523938,1943.935981,295.1021743,03:45:00,4.81439,-2.37642,NA,-59.93337,-4.32473,9.13141,2.41173,-1.07475,55.20648,-9.970570197,2.726634543,0.5367135509,-6.57816,-4.36743,2.41554,50,4.57619,-0.84736,-88.5083,6.52727,-5.099,15.32018,-35.55942,3b543f29-ce34-4d3b-afbb-40766d9448a3,33df67a5-78de-4dc2-ac51-b46fe55f9489,NA,LiveBpPitching,23360159,NA,1000444244,"Chipman, Jay",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,BallCalled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534f890-a7d4-42e9-b916-dbefbd2c2c3e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472cb307-6216-49cd-afcb-56de11d74471
