PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-08-18,11:11:01,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,83.39791,-2.165424976,2.092342415,1699.762708,152.2414716,11:00:00,6.04703,-1.32573,4.83293,-23.63275,18.04221,-9.50683,2.02501,-0.13601,76.42451,-6.501108012,0.3388078451,0.4646319123,5.50558,9.95708,1.1267,50,5.81285,-4.08116,-121.06679,-5.43085,8.18726,23.20441,-17.36705,0c5c9598-2f31-4430-a742-603bbfa337b5,a8fbdc30-77b3-4db8-a112-545f38844053,81.12322,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.51209029,1570.238681,0.9237987599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-18,11:11:33,"Pringle, Noah",1000357818,Left,NA,NA,Cutter,Live,NA,79.77565,-2.03443025,1.634593513,1880.606189,211.0382413,01:00:00,6.10616,-0.96974,NA,-35.0107,12.10925,7.31345,1.22429,1.21709,73.74176,-8.29792,2.954999859,0.4940533194,-3.23519,6.58465,0.7705,50,5.82877,-3.58955,-115.71776,-5.4878,-4.41593,20.24663,-23.18621,d5afad5f-150c-4684-908e-65399b5951ba,a8fbdc30-77b3-4db8-a112-545f38844053,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.96307847,795.8766777,0.4232022007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-18,11:11:52,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,84.157,-2.311299587,1.701118709,1788.291001,155.5292587,11:15:00,6.00087,-1.39315,4.85482,-22.53178,18.76991,-8.55019,1.93356,-0.49518,76.30239,-6.469214758,0.1141765464,0.4625464027,4.97402,10.48581,1.23259,50,5.7544,-3.31902,-122.07395,-5.73681,7.43611,26.11219,-16.49788,9ba8d151-fa57-4986-a809-9903a0562094,a8fbdc30-77b3-4db8-a112-545f38844053,81.48899,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.20930029,1754.176872,0.9809236142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-18,11:12:15,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,83.46854,0.8400390298,0.4923101148,1775.311525,158.5648896,11:15:00,5.9866,-1.3493,5.00259,-20.1933,21.68358,-8.52656,5.09679,-1.59516,74.98862,-2.926776058,-1.099412133,0.4657560883,4.63135,11.10425,1.30875,50,6.05139,-0.74566,-121.18349,1.0768,6.78311,27.01672,-15.91068,f47ae660-54f0-4e9f-95d7-346e9b5e2ab8,a8fbdc30-77b3-4db8-a112-545f38844053,80.92742,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.5484625,-30.41787456,1530.950119,0.86235576,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-18,11:12:39,"Pringle, Noah",1000357818,Left,NA,NA,Sweeper,Live,NA,73.44286,2.721810336,-0.7407805596,2006.255281,281.2954274,03:30:00,5.65504,-1.43377,NA,-61.5818,-3.47878,17.10371,3.18767,-0.73307,66.69386,-8.29369929,2.336112468,0.5486188937,-8.59924,-2.53584,1.50715,50,5.92662,0.71239,-106.20296,2.67017,-9.72725,19.81605,-35.04253,85d1263c-eb37-49c5-a69b-9b5073ebc351,a8fbdc30-77b3-4db8-a112-545f38844053,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.9438375,-61.29835176,963.5015513,0.4802487304,05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-18,11:13:28,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,83.78008,-1.916300285,2.608035467,1766.518349,146.2456437,10:45:00,6.0354,-1.33967,4.6896,-25.66435,16.27095,-10.89117,2.07494,0.23033,76.00598,-6.637829787,0.5944670196,0.4660808698,6.43013,9.00773,1.08452,50,5.81854,-5.1349,-121.46026,-5.00509,9.52483,25.65924,-18.83108,2bdcd4b8-a897-4395-b009-b15a8079c3e0,a8fbdc30-77b3-4db8-a112-545f38844053,80.87103,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.32478367,1711.595173,0.9689087997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-18,11:13:51,"Pringle, Noah",1000357818,Left,NA,NA,Cutter,Live,NA,80.3128,-1.072986055,1.681414459,1852.573874,153.6560934,11:00:00,5.88655,-1.39983,5.16643,-38.9774,5.28561,-2.63559,1.6282,-0.03679,74.05765,-8.24703808,1.192661702,0.4788416271,1.83819,3.06577,1.24528,50,5.75733,-3.33993,-116.74699,-3.47619,2.54409,21.40451,-27.93096,fae87680-7308-4c63-9608-44d09dc489fc,a8fbdc30-77b3-4db8-a112-545f38844053,78.71588,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-18,11:14:25,"Pringle, Noah",1000357818,Left,NA,NA,ChangeUp,Live,NA,79.94907,-1.205709615,1.919708141,1421.183677,137.691063,10:30:00,5.85743,-1.59305,NA,-31.11532,14.87197,-13.5675,2.1184,-0.8995,72.70184,-6.923790942,-0.5874301936,0.4880791792,7.59237,8.05344,1.4092,50,5.70712,-3.41269,-116.00473,-3.53346,10.26965,23.19434,-21.28075,51ef424e-8482-4827-b2fe-7714b0cee76a,a8fbdc30-77b3-4db8-a112-545f38844053,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.81945258,1152.388347,0.8108651723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-18,11:14:58,"Pringle, Noah",1000357818,Left,NA,NA,Sweeper,Live,NA,72.46872,1.873928151,-0.1600831771,2090.365477,290.6187354,03:45:00,5.73415,-1.40645,NA,-64.37155,-5.47495,14.40972,2.1905,-0.36112,65.95277,-9.705216168,2.453616668,0.5523527269,-7.20628,-3.30961,1.40857,50,5.88653,-0.23359,-104.90106,1.07936,-7.92724,19.86277,-35.81478,8d758614-0c17-40de-8e0f-f936ba91d138,a8fbdc30-77b3-4db8-a112-545f38844053,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-18,11:15:22,"Pringle, Noah",1000357818,Left,NA,NA,Fastball,Live,NA,85.27847,-1.112410747,2.398223709,1965.734917,158.1521514,11:15:00,6.0482,-1.32064,NA,-19.56747,22.31007,-8.96226,3.34276,0.24871,76.99161,-4.667686178,0.7667755369,0.4657597759,5.22691,11.53564,1.04925,50,5.89558,-4.79986,-123.50079,-3.21353,8.00111,26.63502,-14.51583,eb0b9835-6413-4f07-8e8a-f31fa672acdb,a8fbdc30-77b3-4db8-a112-545f38844053,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.75626635,1850.029896,0.9411390522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
