PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SessionId
1,2025-08-13,10:02:48,"Martino, Mason",1000454450,Left,NA,NA,Fastball,Live,NA,82.95418,2.532253712,4.496594479,2460.686546,116.2763063,10:00:00,3.63886,-3.71254,NA,-36.71799,6.83054,-14.03661,3.02469,-0.54671,75.90256,-4.101161551,1.962024366,0.4749611855,8.20322,2.78481,3.21296,50,3.88931,-8.87457,-120.00713,3.85092,12.05917,21.47457,-28.08023,8fdd9bf8-98c1-42cd-afd8-6bcc6dbd78b1,40632c2f-7966-4ce5-8d7a-02417f8128a0,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.76933674,1653.869144,0.6721169532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-13,10:03:09,"Martino, Mason",1000454450,Left,NA,NA,Fastball,Live,NA,81.92785,3.501157141,2.089522567,2497.709968,111.8643999,09:45:00,3.69564,-3.3807,5.26862,-36.03176,6.41917,-16.15548,3.98764,-2.76359,74.8899,-3.179792328,-0.9096453479,0.468937492,9.06285,2.45602,3.20163,50,3.98963,-3.80179,-118.90358,6.0833,13.03812,21.75388,-28.64074,8ca65b97-50af-4aa0-a30c-6c20cd371013,40632c2f-7966-4ce5-8d7a-02417f8128a0,80.37839,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.83867131,1473.800947,0.5900608819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-13,10:03:34,"Martino, Mason",1000454450,Left,NA,NA,Fastball,Live,NA,83.09225,1.529901965,5.286105995,2403.34951,123.2142573,10:00:00,3.64807,-3.36848,NA,-33.45614,10.22488,-15.79332,2.3394,0.41837,75.70294,-4.523091406,2.432679625,0.4756831455,9.36483,4.72858,2.77782,50,3.78778,-10.47684,-120.07988,1.87932,13.71826,22.5394,-25.24729,96a97d99-eace-43fc-b7ff-dc30103397d6,40632c2f-7966-4ce5-8d7a-02417f8128a0,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.18979465,1752.259405,0.7290905453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-13,10:03:52,"Martino, Mason",1000454450,Left,NA,NA,Fastball,Live,NA,83.56212,1.472095085,5.768608867,2476.033277,121.9477922,10:00:00,3.68701,-3.41756,5.26304,-32.43213,8.72536,-14.17271,2.37445,0.83832,76.18375,-4.534532774,3.14956322,0.4617382157,9.04591,4.19641,2.89895,50,3.79867,-11.73576,-120.89927,2.02932,13.41561,23.1272,-25.95053,df35b82f-3c91-4431-875c-6f62ff9c8f8c,40632c2f-7966-4ce5-8d7a-02417f8128a0,81.63162,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.26990536,1680.101462,0.6785455906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-13,10:04:24,"Martino, Mason",1000454450,Left,NA,NA,Sinker,Live,NA,83.90532,2.012687664,4.372839388,2353.415892,85.26407011,08:45:00,3.72401,-3.49818,5.55182,-41.32979,-1.24615,-14.21122,2.16654,-0.58905,76.99509,-5.670483916,1.729382965,0.4556747628,8.70771,-1.19139,3.12925,50,3.87116,-8.84525,-121.7113,2.94643,13.13626,22.61446,-33.97135,a1a86431-c619-405e-9d3b-035ffee4b046,40632c2f-7966-4ce5-8d7a-02417f8128a0,82.71786,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.49989848,1559.423675,0.6626213752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-13,10:04:44,"Martino, Mason",1000454450,Left,NA,NA,Sinker,Live,NA,83.27778,0.8341329515,4.887767918,2344.236384,93.34045243,09:00:00,3.70432,-3.43382,NA,-42.66617,0.79101,-14.5333,0.95611,0.07953,76.42205,-6.846984375,2.268008174,0.474462823,8.55699,0.17773,2.88027,50,3.75385,-9.70958,-120.46729,0.02178,12.6496,22.09775,-31.91132,e968970c-26a4-4fd5-b589-499618609648,40632c2f-7966-4ce5-8d7a-02417f8128a0,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.98575437,1658.037533,0.7072825695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-13,10:05:05,"Martino, Mason",1000454450,Left,NA,NA,Sinker,Live,NA,82.48405,1.758002891,5.959245327,2214.283678,102.3852436,09:30:00,3.75268,-3.30549,5.13481,-39.7667,2.58527,-12.17045,2.10357,1.31159,75.57339,-5.567167948,3.72165553,0.4683906465,7.94575,0.89242,2.75485,50,3.88792,-12.03835,-119.29268,2.32845,11.51454,21.73547,-30.88081,cbfc3695-6efe-42fc-8ea8-d36ff64fe0c4,40632c2f-7966-4ce5-8d7a-02417f8128a0,80.47223,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-13,10:05:32,"Martino, Mason",1000454450,Left,NA,NA,Sinker,Live,NA,83.64385,3.604426481,3.81198019,2273.129198,75.43225425,08:30:00,3.61595,-3.37252,5.34812,-44.02711,-3.54248,-13.29026,3.33935,-0.89976,76.97251,-4.532057313,1.354143,0.4579483659,7.94161,-2.75166,3.0388,50,3.90979,-7.63339,-121.27171,6.17552,11.96691,21.0842,-36.32042,ef3dab8a-498f-46a9-b9d9-bfc0fdc68f97,40632c2f-7966-4ce5-8d7a-02417f8128a0,82.30718,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.47352737,1507.00742,0.6629660209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-13,10:05:54,"Martino, Mason",1000454450,Left,NA,NA,ChangeUp,Live,NA,79.99027,0.4626588126,4.641986593,1750.2746,77.16043086,08:30:00,3.79175,-3.02063,7.22435,-45.77327,-4.28211,-18.64296,0.39744,-0.36359,73.59156,-8.305053064,1.055962119,0.4636061912,11.85341,-2.55405,2.76047,50,3.80428,-9.03845,-116.31578,-0.0542,16.23355,21.88531,-35.67189,836bd871-5219-41d2-aef9-e511308b8662,40632c2f-7966-4ce5-8d7a-02417f8128a0,81.30271,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.75515115,1383.827535,0.7906345294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-13,10:06:16,"Martino, Mason",1000454450,Left,NA,NA,ChangeUp,Live,NA,79.83884,2.297179233,4.977604927,1572.010628,83.85027404,08:45:00,3.55881,-3.36902,5.07782,-47.62006,-2.12619,-18.82875,1.76505,-0.23459,72.71664,-6.505610857,1.493329181,0.4854537137,11.28355,-1.76822,2.91142,50,3.74035,-9.44077,-115.53826,3.07921,15.22372,21.90373,-34.55972,5f4c3710-3552-4c68-aa1c-d6e8cf4c7e08,40632c2f-7966-4ce5-8d7a-02417f8128a0,77.64373,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.17880632,1398.437692,0.8895853928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
