PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-01-27,13:32:48,1,1,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Jones, Jeremiah",1000399235,Left,PIE_BUL,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,86.32891,-0.890102,3.991177,2174.841337,107.415501,09:30:00,5.3977,-1.63985,5.86326,-30.68777,7.79241,-20.06974,2.0114,0.40151,77.30617,-6.628671,0.397784,0.446467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.58134,4.72355,1.32734,50,5.30785,-7.86269,-124.86408,-2.95803,17.86539,30.50865,-24.88752,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,ba03cbc0-fbc7-11f0-8b49-a1ad2f3200ed,84.42372,NA,NA,9.02274,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:32:48,2026-01-27T21:32:48Z,2026-01-27T21:32:48Z,NA,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,06bdc9c8-ed00-4401-a8fb-d58a80ff3a11,54.63443,-125.99134,15.25432,5.40016,-2.03846,-12.44376,1.63006,-8.5228,8.93269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
2,2026-01-27,13:33:05,1,2,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Jones, Jeremiah",1000399235,Left,PIE_BUL,Undefined,1,Top,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.65057,-3.028874,5.8798,2205.335308,129.518155,10:15:00,5.47821,-1.26951,5.77923,-23.3243,14.21564,-15.49875,0.69869,2.9292,78.89298,-7.409497,3.123767,0.440979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84922,8.64579,0.79216,50,5.21289,-12.35367,-126.30638,-7.45443,15.64214,29.77842,-18.44313,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,c4cb0af0-fbc7-11f0-8b49-a1ad2f3200ed,85.4744,NA,NA,8.75759,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:33:05,2026-01-27T21:33:05Z,2026-01-27T21:33:05Z,NA,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,13363303-c157-429c-a84d-07bd5d2a9e9b,54.71952,-127.41421,14.88921,5.47745,-6.7683,-9.22157,1.26257,-12.93559,7.82107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
3,2026-01-27,13:33:24,1,3,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Jones, Jeremiah",1000399235,Left,PIE_BUL,Undefined,1,Top,0,1,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,NA,68.61725,2.772588,2.390493,2472.686657,336.463813,05:15:00,5.23684,-1.69785,5.47887,-79.96496,-17.82332,8.81138,1.17174,1.27454,61.94451,-11.76828,3.961649,0.567365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.54288,-9.31205,1.48172,50,5.42643,-4.45256,-99.28495,2.38266,-3.42401,20.60096,-41.17363,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,cfe9b8f0-fbc7-11f0-8b49-a1ad2f3200ed,66.43415,NA,NA,6.67274,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:33:24,2026-01-27T21:33:24Z,2026-01-27T21:33:24Z,NA,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,bacbf81e-2d96-42b2-a316-41d78a4629be,55.02445,-100.32207,10.30048,5.2543,4.45548,-20.58681,1.70154,-4.28018,-1.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.45025,NA,NA,0.910693,NA,NA,NA,0.21153,4.44552,-0.8257,71.32712,8.74914,-53.46192,0.23567,82.47337,-4.82913,4.5072,18.26546,-14.90684,-0.96295,-67.03804,10.23766,High,High,High,NA,NA,High,High,High
4,2026-01-27,13:34:02,2,1,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Fagfoomsintu, JJ",1000304506,Right,PIE_BUL,Undefined,1,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,86.22943,-1.705458,4.210097,2191.263341,114.743476,09:45:00,5.35536,-1.72687,5.88116,-29.5523,8.68784,-15.85044,1.30407,0.8692,77.99998,-7.210089,1.3726,0.445073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.40886,5.39555,1.39533,50,5.20037,-8.52295,-124.75534,-4.69315,14.63214,28.19885,-23.78322,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,e6a96450-fbc7-11f0-8b49-a1ad2f3200ed,84.68825,NA,NA,8.22945,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:34:02,2026-01-27T21:34:02Z,2026-01-27T21:34:02Z,NA,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,6bc973f6-4390-44d2-8927-22cfa7dca6e0,54.61727,-125.79466,14.09943,5.35719,-3.81657,-11.89161,1.7194,-9.06225,7.31607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2026-01-27,13:34:20,2,2,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Fagfoomsintu, JJ",1000304506,Right,PIE_BUL,Undefined,1,Top,1,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,NA,85.4022,-1.720452,3.647878,2022.126973,108.050776,09:30:00,5.23364,-1.8134,5.70269,-31.85435,7.66701,-18.84324,0.97224,0.02005,76.71105,-7.640512,0.280704,0.452468,39.16717,-43.901325,-76.029119,NA,NA,NA,NA,2.0659,2.0659,-29.51326,0.024738,10.83457,4.91414,1.51907,50,5.06949,-7.08473,-123.51785,-4.78618,16.36807,29.67578,-24.75017,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,f0dbb680-fbc7-11f0-8b49-a1ad2f3200ed,83.30419,0.99004,NA,8.69116,NA,NA,NA,1.54946,0.99004,-0.01939,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:34:20,2026-01-27T21:34:20Z,2026-01-27T21:34:20Z,GroundBall,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,95fbb821-8fee-46bd-be29-b19e85d11047,54.79585,-124.66475,14.83789,5.23597,-3.82964,-12.37508,1.80511,-7.71732,8.18404,NA,1.54927,10.04013,NA,NA,NA,NA,NA,NA,NA,0.99079,-40.02127,NA,NA,NA,NA,NA,NA,NA,-0.01864,-40.35614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA
6,2026-01-27,13:34:58,3,1,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Santiago, Christian",1000110946,Left,PIE_BUL,Undefined,1,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,75.70245,1.513304,2.008152,2480.944471,287.70443,03:30:00,4.91421,-2.37671,5.22969,-55.9942,-4.93941,21.26509,1.67183,1.28394,68.51526,-8.668895,5.774157,0.514268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.92965,-2.45602,2.17507,50,5.0121,-4.67713,-109.61725,1.00598,-11.80929,23.45385,-35.09501,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,07b41a00-fbc8-11f0-8b49-a1ad2f3200ed,73.29333,NA,NA,7.18719,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:34:58,2026-01-27T21:34:58Z,2026-01-27T21:34:58Z,NA,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,86cf78c5-6004-4c00-82bd-5d6ca6fb28bc,55.27116,-110.73933,11.72693,4.92381,2.685,-17.5475,2.38532,-4.11215,-5.90465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
7,2026-01-27,13:35:15,3,2,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Santiago, Christian",1000110946,Left,PIE_BUL,Undefined,1,Top,2,1,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,85.01447,-0.632845,3.316199,2135.793824,116.555241,10:00:00,5.17361,-1.89827,6.10342,-28.96088,9.9619,-17.12777,2.17393,-0.25529,76.77297,-6.074522,0.233772,0.449028,54.91493,-41.43329,85.619432,NA,NA,NA,NA,3.83289,3.83289,47.613464,0.042475,9.93654,5.7389,1.65209,50,5.10976,-6.46961,-123.23098,-2.2498,15.05359,27.86963,-23.47974,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,11f623a0-fbc8-11f0-8b49-a1ad2f3200ed,83.94228,2.27622,NA,8.24149,NA,NA,NA,2.38689,2.27622,0.25972,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:35:15,2026-01-27T21:35:15Z,2026-01-27T21:35:15Z,GroundBall,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,641f1634-c983-49fb-bf72-b2584c35cbcd,54.39635,-124.22127,13.93481,5.17488,-1.41549,-11.73987,1.89147,-7.00451,7.52679,NA,2.38672,4.63739,NA,NA,NA,NA,NA,NA,NA,2.27821,-53.58935,NA,NA,NA,NA,NA,NA,NA,0.25747,60.53668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA
8,2026-01-27,13:35:45,3,3,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Santiago, Christian",1000110946,Left,PIE_BUL,Undefined,1,Top,2,1,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,NA,67.76598,3.688483,1.683745,2606.865206,349.518716,05:45:00,5.38113,-1.76317,5.21018,-84.19497,-20.03147,4.15677,1.83985,0.16708,61.22511,-11.551247,2.421505,0.576521,82.38587,21.536191,17.68832,865.706317,103.62894,26.55601,36.89056,218.21898,218.21898,21.741488,2.4368,-1.47441,-10.72245,1.60411,50,5.6587,-3.02744,-98.0191,3.71271,-1.39468,19.49527,-42.3165,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,242cc470-fbc8-11f0-8b49-a1ad2f3200ed,65.37909,26.6261,NA,6.54086,NA,NA,NA,2.50498,2.18421,-0.0925,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:35:45,2026-01-27T21:35:45Z,2026-01-27T21:35:45Z,LineDrive,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,da60a27b-8cdc-41fb-8012-5dd92a6a209f,55.29472,-99.06658,9.74763,5.39814,5.98638,-21.15825,1.76476,-2.9525,-0.69734,264.351562,2.50502,107.08102,-15.92914,3.58986,-0.71609,0.10882,-0.01335,0.0016,-1.8e-4,2.1842,44.35709,-22.05972,2.10062,-0.41485,0.0876,-0.01823,0.00281,-1.5e-4,-0.09253,34.15225,0.5625,-0.77630999999999994,0.2354,-0.03547,0.0016,-3.2e-4,1.4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
9,2026-01-27,13:36:52,4,1,"Bonura, Cayden",1000377791,Left,CYP_CHR,"Granillo, Ethan",1000399256,Right,PIE_BUL,Undefined,1,Top,2,0,0,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,NA,84.21104,-0.397399,3.226603,2101.062631,112.106012,09:45:00,5.1712,-1.94934,5.89377,-30.96789,9.25323,-19.02962,2.22098,-0.53615,75.60438,-6.199553,-0.185603,0.456456,81.34891,31.146853,-18.892399,2988.467298,103.85039,56.5721,-36.26358,291.33555,285.07173,-20.569657,4.467983,10.86973,5.29083,1.70041,50,5.12156,-6.11212,-121.96591,-1.82674,16.03017,28.67494,-24.37136,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,4bcca860-fbc8-11f0-8b49-a1ad2f3200ed,82.57634,66.23316,NA,8.60667,NA,NA,NA,2.82009,2.47402,0.5257,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:36:52,2026-01-27T21:36:52Z,2026-01-27T21:36:52Z,FlyBall,v3,CYP,NA,NA,"Johnson, Trent",1000278582,Right,CYP_CHR,9999c94c-c9fc-4f9c-a422-fabbfcddb293,54.60535,-123.04389,14.33747,5.17301,-0.91054,-12.18568,1.94151,-6.71475,8.01509,170.257096,2.82109,96.58834,-18.62793,4.58868,-0.85452,0.11889,-0.01386,0.00161,-1.1e-4,2.47425,61.7023,-15.4982,-0.09318,0.41552,-0.20459,0.05862,-0.00867,5.1e-4,0.52552,-33.05955,4.25294,-0.76136,0.10583,-0.0157,0.00418,-8.2e-4,6e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
10,2026-01-27,13:39:21,1,1,"Avellaneda, Jose",1000273313,Left,PIE_BUL,"Smith, Tyler",1000343435,Right,CYP_CHR,Undefined,1,Bottom,0,0,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.55899,-2.474184,2.574841,1932.606598,177.729703,12:00:00,4.6753,-1.54734,5.59942,-35.29289,9.40402,-0.31717,-0.57947,0.83174,73.3849,-8.93344,2.518214,0.481183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87575,5.8404,1.32682,50,4.43995,-5.1761,-115.36574,-6.11284,1.18081,21.3698,-24.29934,CYP_CHR,PIE_BUL,CypressCollege,JUCO,NJCAA,20260127-CypressCollege-2,a463cbc0-fbc8-11f0-8b49-a1ad2f3200ed,78.33286,NA,NA,6.17409,NA,NA,NA,NA,NA,NA,5369fc02-40e9-4dcf-8709-0b16cea55e6c,2026-01-27,21:39:21,2026-01-27T21:39:21Z,2026-01-27T21:39:21Z,NA,v3,CYP,NA,NA,"Dunner, Reese",1000517749,Right,PIE_BUL,c36f5619-1b15-423d-a7be-eeb9442701d8,54.90214,-116.27024,10.6849,4.67692,-5.08435,-12.14967,1.54697,-5.22608,0.59041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
